vassdragNr,innsjo_nr,year,Coniferous forest,Transitional woodland-shrub,Peat bogs,Water bodies,Non-irrigated arable land,"Land principally occupied by agriculture, with significant areas of natural vegetation",Discontinuous urban fabric,Mixed forest,Sea and ocean,Broad-leaved forest,Moors and heathland,Bare rocks,Sparsely vegetated areas,Glaciers and perpetual snow,Complex cultivation patterns,Sport and leisure facilities,Water courses,Natural grasslands,Continuous urban fabric,Industrial or commercial units,Road and rail networks and associated land,Port areas,Green urban areas,Mineral extraction sites,Pastures,NA,total_pop,pop_density,jan_temp_mean,jan_temp_max,jan_temp_min,jan_total_precip,jan_snow_depth,feb_temp_mean,feb_temp_max,feb_temp_min,feb_total_precip,feb_snow_depth,mar_temp_mean,mar_temp_max,mar_temp_min,mar_total_precip,mar_snow_depth,apr_temp_mean,apr_temp_max,apr_temp_min,apr_total_precip,apr_snow_depth,may_temp_mean,may_temp_max,may_temp_min,may_total_precip,may_snow_depth,jun_temp_mean,jun_temp_max,jun_temp_min,jun_total_precip,jun_snow_depth,jul_temp_mean,jul_temp_max,jul_temp_min,jul_total_precip,jul_snow_depth,aug_temp_mean,aug_temp_max,aug_temp_min,aug_total_precip,aug_snow_depth,sep_temp_mean,sep_temp_max,sep_temp_min,sep_total_precip,sep_snow_depth,oct_temp_mean,oct_temp_max,oct_temp_min,oct_total_precip,oct_snow_depth,nov_temp_mean,nov_temp_max,nov_temp_min,nov_total_precip,nov_snow_depth,dec_temp_mean,dec_temp_max,dec_temp_min,dec_total_precip,dec_snow_depth
002.JAAAA,282,1988,72.32131571848183,17.817209757717187,9.86147452380099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2.3606054669460588,-3.629778884559528,2.7435241699218977,-14.188520812988259,143.97904653755234,1059.326171875,-4.784886094893508,0.43860778808596024,-16.18840637207029,112.04638733092409,1246.09375,-4.738361309420654,2.6664672851562727,-17.19798889160154,111.4174958169869,1472.900390625,-0.4991091198391189,8.185544586181663,-10.135748291015602,27.87322622757671,1487.3046875,7.1525036883610795,23.79157409667971,-3.3340515136718523,41.53205775835289,1027.587890625,15.516404067145487,29.065469360351585,5.208943939209007,56.500909591882476,-7.3453647229951e-21,14.441144110566853,22.992333984375023,6.93616638183596,164.97924975925216,-7.3453647229951e-21,12.241498319564357,21.266580200195335,5.425561523437523,120.22120974089745,-7.3453647229951e-21,9.153645155164952,17.226724243164085,1.1772628784179915,156.76732041949748,-7.3453647229951e-21,1.7218759680307443,10.22602233886721,-10.8067802429199,73.31668604133768,113.76953125,-6.463702964782698,5.86011657714846,-20.240637207031227,29.197350328381333,198.2421875,-10.194231886504781,3.5358978271484602,-22.35594787597654,37.854850498604264,425.048828125
002.JAAAA,282,1998,72.32131571848183,17.817209757717187,9.86147452380099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.7317244950160955,0.7236419677734602,-20.249613189697243,59.3847676070709,736.083984375,-4.76678613935195,5.774804687500023,-20.57787170410154,27.46277826246768,830.810546875,-4.310312468005748,7.933435058593773,-19.03581848144529,50.89975818955139,780.2734375,0.1701536602444378,11.742913818359398,-12.758489990234352,115.22338846031843,892.08984375,8.451450827813943,20.712182617187523,-3.2641052246093523,23.52575075483543,322.509765625,10.397239579094816,19.959191894531273,2.6787658691406477,136.7899232051144,-7.3453647229951e-21,12.445410111129945,20.523980712890648,4.361352539062523,131.50465027742086,-7.3453647229951e-21,10.916022339687586,18.508386230468773,3.7653289794922102,97.90124223318486,-7.3453647229951e-21,9.367877790662988,17.41010437011721,1.1636444091797102,119.79073804863205,24.4140625,1.4850014594293697,8.268533325195335,-7.021429443359352,111.52090529478187,144.53125,-5.180715370178191,1.8145996093750227,-17.2306083679199,39.65671149207495,267.822265625,-7.8624466844784,2.3115478515625227,-18.912855529785134,37.172685285380425,452.392578125
002.DJB0,34723,1993,1.591549156417782,0,1.601083699798605,0.7015984751926473,0,0,0,9.900004227580556,0,16.584888468329577,23.21211570618135,7.303010487098234,39.10574977940125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.911777385588607,-2.0144256591796648,-22.19579162597654,89.13249236976029,1353.515625,-9.293652121225989,-0.6624206542968523,-16.818502807617165,112.83592623931327,1705.078125,-8.621103196502986,0.5205169677734602,-19.288595581054665,71.49653587152116,1683.59375,-2.966483031378857,10.308251953125023,-13.446569824218727,16.632651003600785,1607.421875,2.9571931572371,14.78986511230471,-5.66924133300779,83.77537426491699,1190.4296875,3.67054951985682,14.870767211914085,-4.60332336425779,58.39160420324063,444.3359375,7.974323629563855,15.02460632324221,-0.04900207519528976,150.37747346889319,25.390625,5.7801084703015135,13.615472412109398,-0.7905487060546648,115.25194789643223,16.6015625,1.5263453589545861,9.399438476562523,-4.348089599609352,31.645106486791974,31.25,-3.27483594750845,4.32068786621096,-14.107504272460915,71.74806711122983,340.8203125,-10.672434658474344,-0.6836608886718523,-20.566473388671852,10.165411969712324,368.1640625,-15.007035667665548,-5.730612182617165,-24.960287475585915,43.644096708817415,707.03125
002.DJB0,34750,1993,1.593076679982821,0,1.6026203743469098,0.4545859702290757,0,0,0,9.909505969760897,0,16.60080617206921,23.37880993732674,7.31001970862921,39.15057518765514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.911777385588607,-2.0144256591796648,-22.19579162597654,89.13249236976029,1353.515625,-9.293652121225989,-0.6624206542968523,-16.818502807617165,112.83592623931327,1705.078125,-8.621103196502986,0.5205169677734602,-19.288595581054665,71.49653587152116,1683.59375,-2.966483031378857,10.308251953125023,-13.446569824218727,16.632651003600785,1607.421875,2.9571931572371,14.78986511230471,-5.66924133300779,83.77537426491699,1190.4296875,3.67054951985682,14.870767211914085,-4.60332336425779,58.39160420324063,444.3359375,7.974323629563855,15.02460632324221,-0.04900207519528976,150.37747346889319,25.390625,5.7801084703015135,13.615472412109398,-0.7905487060546648,115.25194789643223,16.6015625,1.5263453589545861,9.399438476562523,-4.348089599609352,31.645106486791974,31.25,-3.27483594750845,4.32068786621096,-14.107504272460915,71.74806711122983,340.8203125,-10.672434658474344,-0.6836608886718523,-20.566473388671852,10.165411969712324,368.1640625,-15.007035667665548,-5.730612182617165,-24.960287475585915,43.644096708817415,707.03125
002.LG,32160,1993,10.929992632024064,0,1.545701123585268,0,0,0.7912601475334676,0,1.6335867050072002,0,4.469491236912939,3.3008035193992304,35.875374766566864,41.453789868970965,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0.1458252557883089,-12.69996176688899,-0.7217620849609148,-26.186499023437477,54.8207656804216,1067.626953125,-10.499057946886325,-0.34947433471677414,-19.490240478515602,62.59765592676558,1233.88671875,-9.08947057826542,1.1730590820312727,-22.982275390624977,32.205552641645596,1178.466796875,-2.3854873445298637,10.385266876220726,-15.334753417968727,14.872406634093949,1138.916015625,4.234474559496832,16.158364868164085,-5.172357940673805,101.85624581714592,673.095703125,4.305292765299512,14.79916915893557,-4.108713531494118,83.67457203890538,38.818359375,7.907925255067909,15.934442138671898,-1.2963203430175554,175.40999748837294,12.20703125,5.404187036329716,12.846757507324241,-2.5835174560546648,141.30450482840473,21.240234375,1.432103686862547,9.314160919189476,-4.027281188964821,27.442248873228436,13.916015625,-3.7432952101512456,3.3854309082031477,-14.411310577392555,68.9381104414224,314.697265625,-10.275361633300747,-2.0392822265624773,-19.818354034423805,28.68709339766795,479.00390625,-16.333752921319757,-3.781919860839821,-27.47081604003904,41.27402976803296,760.7421875
002.LE,126,1985,28.37161189535947,0,2.5464798544416283,0.3231258633952097,0,0,0,3.278625798083939,0,14.444610104907056,4.632086437817732,6.100072700020715,39.35089832684399,0,0.05528368181404364,0.8972053373162213,0,0,0,0,0,0,0,0,0,0,88,1.1677047482052665,-16.557165691416742,-3.8884948730468523,-31.160742187499977,64.46537128095997,1357.421875,-16.3297768502008,-1.4908355712890398,-31.888891601562477,34.00424953664327,1398.4375,-8.684322554065318,-1.3634857177734148,-20.085653686523415,51.23175127457813,1312.5,-4.641125064425978,1.7738281250000227,-16.370031738281227,54.01118146003725,1232.421875,3.3480401274978817,14.43525085449221,-8.350607299804665,39.046944306143416,1239.2578125,7.9722522099813204,16.826821899414085,0.38971862792971024,104.08286945470024,68.359375,9.778671272852137,18.832116699218773,0.06426391601564774,172.45051751326912,0.9765625,8.182565430671957,15.939813232421898,-1.2113250732421648,143.69367587705995,-7.3453647229951e-21,1.1359436459011931,10.908532714843773,-8.48692932128904,107.31868012627999,262.6953125,1.232805506388388,11.585382080078148,-9.486120605468727,38.74734583790129,35.15625,-12.011964967515723,-0.6187194824218523,-24.975469970703102,50.980246236658644,363.28125,-17.94893698743593,-2.7192291259765398,-30.51116027832029,44.93662741411342,644.53125
002.LE,126,1986,28.37161189535947,0,2.5464798544416283,0.3231258633952097,0,0,0,3.278625798083939,0,14.444610104907056,4.632086437817732,6.100072700020715,39.35089832684399,0,0.05528368181404364,0.8972053373162213,0,0,0,0,0,0,0,0,0,0,88,1.1677047482052665,-18.367081931329523,-7.613623046874977,-31.436422729492165,37.04649486765632,880.859375,-17.125349993932787,-7.780340576171852,-26.695639038085915,5.571865087308225,802.734375,-6.381857607441532,0.29171142578127274,-21.766134643554665,43.09208111826024,740.234375,-5.121140162150027,5.568399047851585,-16.857092285156227,36.52513314423089,789.0625,3.4987149474441708,10.80878601074221,-4.11205139160154,93.88466530733552,650.390625,10.771413421630882,21.400720214843773,0.35250244140627274,95.46478264049796,0.9765625,9.387244058424471,23.41523132324221,0.40870056152346024,146.09843602865524,7.8125,6.274467394428882,13.35090026855471,-0.6599639892577898,151.68707244049529,34.1796875,0.24246234893803376,9.12354431152346,-8.13371887207029,72.76117536029503,160.15625,-0.8237507440710488,10.82581481933596,-11.985174560546852,65.22029244448646,170.8984375,-6.52032449510358,1.1496826171875227,-20.851019287109352,60.75150187797007,491.2109375,-13.186232671429991,0.47557983398439774,-28.915670776367165,98.34406254562111,1078.125
002.LE,126,1987,28.37161189535947,0,2.5464798544416283,0.3231258633952097,0,0,0,3.278625798083939,0,14.444610104907056,4.632086437817732,6.100072700020715,39.35089832684399,0,0.05528368181404364,0.8972053373162213,0,0,0,0,0,0,0,0,0,0,88,1.1677047482052665,-19.75747843916696,-1.0305389404296648,-38.44023742675779,31.120692189197996,1213.8671875,-14.44797288349696,-5.92113342285154,-24.382894897460915,28.032940869408662,1098.6328125,-10.970915304204425,-0.5573028564452898,-25.828375244140602,45.139854879927555,1143.5546875,-1.4038927502102183,10.183206176757835,-11.279699707031227,25.560612087417667,1088.8671875,1.195927822974454,12.570672607421898,-11.661993408203102,99.4708699227509,701.171875,5.7661240471734345,14.507257080078148,0.08846435546877274,194.58064368051353,368.1640625,9.208268717283886,22.266198730468773,0.6789947509765852,73.70311365555793,2.9296875,6.245657918786492,14.849221801757835,-2.5714630126952898,119.55636679480364,47.8515625,3.0347390916612653,10.43372497558596,-4.902120971679665,79.13849362723724,45.8984375,0.8394814234908381,7.335687255859398,-4.17320861816404,156.392250874827,102.5390625,-7.85591642591686,2.4395996093750227,-22.556341552734352,55.49959287986539,432.6171875,-12.49631704515025,-1.4374755859374773,-23.061422729492165,25.33592090320269,541.015625
002.LE,126,1988,28.37161189535947,0,2.5464798544416283,0.3231258633952097,0,0,0,3.278625798083939,0,14.444610104907056,4.632086437817732,6.100072700020715,39.35089832684399,0,0.05528368181404364,0.8972053373162213,0,0,0,0,0,0,0,0,0,0,88,1.1677047482052665,-9.236002370362598,-0.9218505859374773,-19.885595703124977,74.24553860631988,869.140625,-9.551597801296168,-2.3357147216796648,-24.02532043457029,65.86190900329214,1023.4375,-9.239496694585284,-1.1777252197265398,-23.176245117187477,61.12326419357572,1195.3125,-4.662565337287049,5.258401489257835,-17.944555664062477,36.989656063134646,1098.6328125,3.8201633248278313,15.98395690917971,-7.425741577148415,47.86398210742249,1022.4609375,11.359359253777427,24.420938110351585,-1.4352325439452898,42.684754098623046,11.71875,10.732677549956975,17.855950927734398,2.0745178222656477,162.14495576792487,-7.3453647229951e-21,8.610804330149051,17.778283691406273,2.3537231445312727,114.53036314870957,-7.3453647229951e-21,5.311161295572958,15.273889160156273,-3.2479461669921648,153.0581457268667,29.296875,-2.211128431750865,7.202249145507835,-13.76585998535154,57.053238339406676,191.40625,-9.750872696770557,2.3791595458984602,-29.858435058593727,26.733856832201752,358.3984375,-13.075436471098214,-1.9099639892577898,-29.310430908203102,55.13507893459746,682.6171875
002.LE,126,1989,28.37161189535947,0,2.5464798544416283,0.3231258633952097,0,0,0,3.278625798083939,0,14.444610104907056,4.632086437817732,6.100072700020715,39.35089832684399,0,0.05528368181404364,0.8972053373162213,0,0,0,0,0,0,0,0,0,0,88,1.1677047482052665,-9.148937114592513,0.5908142089843977,-15.961370849609352,51.343139659650205,761.71875,-8.328637459164554,-0.03952636718747726,-24.026144409179665,85.14366954879904,1129.8828125,-5.822962352793695,1.0343109130859602,-19.849081420898415,61.222396302067494,1104.4921875,-2.7338428709242066,9.095422363281273,-16.169210815429665,63.96997316742059,1096.6796875,2.860624649704164,17.166040039062523,-6.003973388671852,44.47912340269866,1000.9765625,8.153106307983421,21.10401306152346,-3.7261413574218523,108.27257793219047,207.03125,10.287211518646586,21.852517700195335,0.14632568359377274,93.66953312068205,7.8125,7.083712760351034,14.76093444824221,-2.6511444091796648,135.93242855737486,9.765625,4.400127326117627,12.992608642578148,-2.6829284667968523,32.2845682112316,4.8828125,-1.207973410493537,8.411355590820335,-9.571874999999977,42.58074696608816,89.84375,-6.115129619174525,2.9346862792968977,-19.063146972656227,56.842160836637845,371.09375,-13.462948760165943,0.5331054687500227,-29.228857421874977,44.13747200900531,681.640625
002.LE,126,1990,28.37161189535947,0,2.5464798544416283,0.3231258633952097,0,0,0,3.278625798083939,0,14.444610104907056,4.632086437817732,6.100072700020715,39.35089832684399,0,0.05528368181404364,0.8972053373162213,0,0,0,0,0,0,0,0,0,0,88,1.1677047482052665,-12.24266902554416,-0.46297302246091476,-22.064672851562477,74.75796815898761,988.28125,-5.992078390575557,1.4977508544922102,-21.255438232421852,73.91127709183465,1036.1328125,-5.735372289021768,5.367044067382835,-21.15984191894529,55.95576411123915,1196.2890625,-2.810672314961721,8.77826843261721,-20.649572753906227,73.93115531666083,1272.4609375,4.382910972513173,16.429666137695335,-10.077291870117165,41.01764930245366,895.5078125,8.688893381754554,16.67890319824221,0.5729614257812727,110.73986949760695,25.390625,9.195218084191765,21.084069824218773,1.1004577636718977,134.1279218921514,7.8125,9.089118945214068,20.91852722167971,-1.2764038085937273,89.51201825619393,0.9765625,2.7962308035956767,11.18659362792971,-7.306005859374977,66.69592180339379,56.640625,-0.1462802189652166,7.60340270996096,-6.95390930175779,67.90832101287592,267.578125,-9.20948937733965,0.7075286865234602,-24.04637756347654,49.712350242465675,556.640625,-10.07176103079189,1.0626464843750227,-23.740499877929665,60.59896942006304,740.234375
002.LE,126,1991,28.37161189535947,0,2.5464798544416283,0.3231258633952097,0,0,0,3.278625798083939,0,14.444610104907056,4.632086437817732,6.100072700020715,39.35089832684399,0,0.05528368181404364,0.8972053373162213,0,0,0,0,0,0,0,0,0,0,5,0.06634686069348106,-12.977496743971301,-0.20479431152341476,-22.774023437499977,35.21242557637194,937.5,-13.872606840587764,-2.5454467773437273,-27.703649902343727,24.339306542930927,938.4765625,-4.270103138749278,6.501977539062523,-13.118597412109352,47.862185130608026,938.4765625,-2.0858164469401004,4.86756286621096,-15.346960449218727,36.22997668816197,889.6484375,1.7281663628035062,12.461526489257835,-5.380453491210915,23.474114687310532,768.5546875,5.102676603529233,13.068215942382835,-5.48631896972654,180.7492684576708,133.7890625,12.362693200060164,23.686196899414085,3.0163055419922102,86.64936993809036,-7.3453647229951e-21,9.835893454602967,20.816201782226585,0.07590637207033524,91.02368016147366,-7.3453647229951e-21,3.824584494696751,19.941766357421898,-4.756979370117165,83.63134300388353,117.1875,-1.0408745755431141,5.689492797851585,-9.334555053710915,37.48471183843094,161.1328125,-8.631187099880606,0.39940795898439774,-25.061590576171852,55.20012175658806,387.6953125,-10.615909199048076,-1.9419464111327898,-24.668524169921852,66.14790990363417,807.6171875
002.LE,126,1992,28.37161189535947,0,2.5464798544416283,0.3231258633952097,0,0,0,3.278625798083939,0,14.444610104907056,4.632086437817732,6.100072700020715,39.35089832684399,0,0.05528368181404364,0.8972053373162213,0,0,0,0,0,0,0,0,0,0,5,0.06634686069348106,-8.635676488568663,1.9157806396484602,-23.962652587890602,62.96316232534949,944.3359375,-10.1022381267328,-1.1468261718749773,-24.023260498046852,30.603751807706914,918.9453125,-6.1719508550499995,1.0514770507812727,-21.76378479003904,61.239434573014506,1008.7890625,-3.9984422471787866,4.137902832031273,-17.54900207519529,53.411933070965034,1122.0703125,5.414066138318788,19.184732055664085,-6.916204833984352,59.95160905809982,1124.0234375,11.152183384365514,20.95844421386721,-3.0069335937499773,15.102291756971198,4.8828125,8.857105447912772,19.64533386230471,-1.5780090332031023,132.10825304937046,39.0625,7.1562185882240215,14.479531860351585,-0.39696350097653976,158.77526710579204,-7.3453647229951e-21,4.514555168151901,11.020364379882835,-3.4891571044921648,73.23291202891014,0.9765625,-4.9357033104024595,7.914361572265648,-18.52696838378904,42.77646767851451,183.59375,-10.215356826782227,-2.1032318115234148,-22.728170776367165,83.51097610763958,708.984375,-12.387847461495312,0.33847961425783524,-26.427893066406227,60.98652823088102,880.859375
002.LE,126,1993,28.37161189535947,0,2.5464798544416283,0.3231258633952097,0,0,0,3.278625798083939,0,14.444610104907056,4.632086437817732,6.100072700020715,39.35089832684399,0,0.05528368181404364,0.8972053373162213,0,0,0,0,0,0,0,0,0,0,4,0.05307748855478484,-12.752114667174624,0.32151184082033524,-26.231359863281227,44.85292447244049,976.5625,-10.77649833588373,1.6135345458984602,-20.048834228515602,50.42138439875998,1095.703125,-8.758667250602457,1.7101379394531477,-23.04253234863279,24.561558697715924,1072.265625,-1.52166695064966,12.26764831542971,-14.186804199218727,15.022222908736893,1009.765625,5.314725289293563,18.214517211914085,-4.01146545410154,101.06636878987274,540.0390625,5.1386457655165145,15.879678344726585,-3.9697479248046648,91.59691967393613,36.1328125,8.771054245323285,17.11249694824221,-1.0031188964843523,177.9723378373319,7.8125,6.178519718621374,13.656213378906273,-2.0210174560546648,152.43414487118656,22.4609375,1.9957708146837376,10.197000122070335,-3.6932434082031023,30.565949491972333,15.625,-3.256291760680483,4.13514099121096,-13.271032714843727,71.43184956953519,278.3203125,-9.79381052652991,-1.2341064453124773,-22.702307128906227,35.5962999072581,495.1171875,-16.556399326939697,-3.4827789306640398,-28.332785034179665,42.77205095343106,757.8125
002.LE,126,1994,28.37161189535947,0,2.5464798544416283,0.3231258633952097,0,0,0,3.278625798083939,0,14.444610104907056,4.632086437817732,6.100072700020715,39.35089832684399,0,0.05528368181404364,0.8972053373162213,0,0,0,0,0,0,0,0,0,0,88,1.1677047482052665,-15.534189585203762,-6.286718749999977,-28.619390869140602,54.70904336978677,1067.3828125,-16.767883727664014,-10.05571594238279,-24.05290832519529,8.470038420359316,1069.3359375,-9.456058822139596,0.47016296386721024,-22.417822265624977,47.86535227035671,940.4296875,-2.124658669365772,5.981347656250023,-11.50725402832029,56.76430952550149,1036.1328125,1.3562892257526755,12.56733093261721,-8.36980285644529,51.46002042656761,761.71875,5.69737705654569,16.479180908203148,-3.3635314941406023,108.81864317389045,225.5859375,13.880524756318778,22.642938232421898,2.1955810546875227,50.080387249028746,-7.3453647229951e-21,8.637882138324073,21.980676269531273,-2.0874542236327898,155.29099868803087,54.6875,2.594414054022934,11.309976196289085,-8.818395996093727,80.4311160056912,96.6796875,-2.780569560553431,6.176507568359398,-11.811712646484352,34.72211832728789,111.328125,-6.354848946465381,3.2898193359375227,-18.534552001953102,42.656475081429335,333.984375,-10.899428677302524,-0.33864440917966476,-22.77544250488279,69.10749914317194,720.703125
002.LE,126,1995,28.37161189535947,0,2.5464798544416283,0.3231258633952097,0,0,0,3.278625798083939,0,14.444610104907056,4.632086437817732,6.100072700020715,39.35089832684399,0,0.05528368181404364,0.8972053373162213,0,0,0,0,0,0,0,0,0,0,86,1.1411660039278742,-13.063642062935742,-0.9916595458984148,-26.344854736328102,78.35416072714452,984.375,-12.701039990924642,-2.0094970703124773,-25.779669189453102,41.23706000712346,1100.5859375,-8.183709597843915,1.6329589843750227,-23.929876708984352,64.53932940562979,1149.4140625,-5.277784919738735,7.848779296875023,-17.873541259765602,46.31430363836131,1161.1328125,0.8513564325148195,12.913964843750023,-14.87737121582029,111.98061175074514,1132.8125,7.755845408969492,22.282495117187523,-0.6994842529296648,121.23900061331483,610.3515625,10.176540177868276,20.402276611328148,-0.7667449951171648,72.9462960767151,1.953125,10.082746965141723,21.681359863281273,-2.3713592529296648,54.73899048913111,6.8359375,4.347285164727111,14.21497497558596,-6.67796936035154,70.55509180014852,48.828125,0.8510193650440669,11.37006530761721,-8.137655639648415,53.20831863684461,62.5,-9.04150880177815,-0.6466430664062273,-20.694097900390602,28.20176203582747,226.5625,-16.30127169701359,0.29354248046877274,-28.468588256835915,15.751685405966498,341.796875
002.LE,126,1996,28.37161189535947,0,2.5464798544416283,0.3231258633952097,0,0,0,3.278625798083939,0,14.444610104907056,4.632086437817732,6.100072700020715,39.35089832684399,0,0.05528368181404364,0.8972053373162213,0,0,0,0,0,0,0,0,0,0,4,0.05307748855478484,-13.315886458530201,-3.5831512451171648,-27.869116210937477,20.62712997209104,420.8984375,-16.28732583495389,-4.410772705078102,-29.317236328124977,41.151725420945695,703.125,-8.490402705695033,-0.21665039062497726,-19.903402709960915,16.77019094995913,697.265625,-2.3215989218817867,6.33667907714846,-17.365576171874977,32.96121603722213,583.984375,0.2768360343030736,15.070275878906273,-12.154150390624977,106.95855888337746,505.859375,7.361378245883543,16.65552673339846,-2.1597045898437273,84.26116649903648,83.0078125,8.389938834405712,17.138818359375023,-0.13347473144528976,120.05107701738638,-7.3453647229951e-21,11.141870486351763,20.30085144042971,-0.11731567382810226,118.89164366623817,-7.3453647229951e-21,2.7484018113878506,14.91632995605471,-3.9585327148437273,60.966570675855536,112.3046875,-1.0730308122531937,4.65357360839846,-11.400854492187477,88.06470465259864,187.5,-11.538796255323575,-0.014730834960914763,-26.802923583984352,46.539957147601285,488.28125,-14.695788857244679,-0.6051239013671648,-32.40042724609373,42.30457554738365,681.640625
002.LE,126,1997,28.37161189535947,0,2.5464798544416283,0.3231258633952097,0,0,0,3.278625798083939,0,14.444610104907056,4.632086437817732,6.100072700020715,39.35089832684399,0,0.05528368181404364,0.8972053373162213,0,0,0,0,0,0,0,0,0,0,4,0.05307748855478484,-12.698327640820537,0.5201354980468977,-24.841253662109352,19.243139720533264,767.578125,-11.711906451270693,-0.42584838867185226,-30.840399169921852,56.9105164907846,919.921875,-8.903512515816601,3.4709411621093977,-26.363470458984352,38.11764010579921,897.4609375,-4.409249920315176,7.298791503906273,-17.265905761718727,31.519082163619316,892.578125,0.967061738045004,12.787957763671898,-8.980001831054665,138.5160721834353,1214.84375,8.105108345879444,17.582864379882835,-1.7658294677734148,75.15652559434827,539.0625,12.327559674170743,19.442056274414085,1.8422027587890852,79.3288640991463,-7.3453647229951e-21,13.093035347231023,22.331521606445335,3.3696838378906477,108.23498278311305,-7.3453647229951e-21,4.559396383497472,14.631509399414085,-3.9590667724609148,95.2023552020087,35.15625,-4.194644201955441,2.9501892089843977,-18.186834716796852,60.302380844138526,149.4140625,-7.280159505208303,2.1020294189453352,-20.886068725585915,50.07119866858645,465.8203125,-11.054020268429952,-0.27637329101560226,-24.464392089843727,64.89083632817483,754.8828125
002.LE,126,1998,28.37161189535947,0,2.5464798544416283,0.3231258633952097,0,0,0,3.278625798083939,0,14.444610104907056,4.632086437817732,6.100072700020715,39.35089832684399,0,0.05528368181404364,0.8972053373162213,0,0,0,0,0,0,0,0,0,0,4,0.05307748855478484,-10.598476873418292,-1.8318084716796648,-25.773153686523415,50.36619369707296,837.890625,-9.209326626005577,3.2423797607422102,-22.82488098144529,34.71030818638354,917.96875,-9.777504430791339,3.4134613037109602,-27.72698059082029,47.76124581658081,1014.6484375,-3.551486015319824,4.611489868164085,-14.959860229492165,99.07044404451071,1241.2109375,3.1186057757306003,15.248132324218773,-7.181845092773415,36.23522308325988,913.0859375,6.348648813035766,15.29920349121096,-2.8901580810546648,115.42506669375996,70.3125,8.59475198150966,16.436059570312523,1.8924499511718977,138.04061995200811,24.4140625,6.846505265594828,14.697564697265648,-0.5977386474609148,74.84618798580556,4.8828125,5.600440046522351,14.63080749511721,-1.6281799316406023,88.68744743116608,56.640625,-3.1340656608663267,4.107095336914085,-12.506597900390602,79.17589718974227,391.6015625,-12.593463579813601,-0.5015014648437273,-24.962072753906227,24.486047896875363,512.6953125,-14.095289242652143,-2.6999572753906023,-26.071737670898415,31.131680031588616,675.78125
002.LE,126,1999,28.37161189535947,0,2.5464798544416283,0.3231258633952097,0,0,0,3.278625798083939,0,14.444610104907056,4.632086437817732,6.100072700020715,39.35089832684399,0,0.05528368181404364,0.8972053373162213,0,0,0,0,0,0,0,0,0,0,4,0.05307748855478484,-13.35184613299623,-1.3068603515624773,-25.99767150878904,46.224149006224735,842.7734375,-12.674041811625159,-1.5903686523437273,-23.296270751953102,44.25244126470673,989.2578125,-6.75807632118142,2.6256652832031477,-18.146612548828102,70.5320353508938,1143.5546875,-1.2099988725449862,6.428277587890648,-10.662237548828102,63.61853362231429,1045.8984375,0.9046098524524382,10.41394958496096,-8.29826965332029,42.05992629071531,848.6328125,7.749473147922117,16.140786743164085,-2.3344940185546648,158.359441305592,232.421875,10.582151421167566,20.889520263671898,2.1159912109375227,106.10301165618097,3.90625,8.089737172280593,19.642739868164085,-0.5462097167968523,40.47170822237689,-7.3453647229951e-21,7.726537662082251,18.695794677734398,-2.7211517333984148,73.7404942921458,-7.3453647229951e-21,-1.2184879056868567,4.299188232421898,-7.756246948242165,56.84718851195569,132.8125,-3.1955602433945955,4.467141723632835,-18.49083557128904,64.7852316018458,348.6328125,-16.12278119158998,-1.6401885986327898,-31.618902587890602,55.066702396743494,626.953125
002.LE,126,2000,28.37161189535947,0,2.5464798544416283,0.3231258633952097,0,0,0,3.278625798083939,0,14.444610104907056,4.632086437817732,6.100072700020715,39.35089832684399,0,0.05528368181404364,0.8972053373162213,0,0,0,0,0,0,0,0,0,0,99,1.3136678417309249,-11.45380733038786,1.0458618164062727,-22.366430664062477,46.475924980331484,785.15625,-12.888286950122335,-0.9497589111327898,-27.599142456054665,37.46815248416624,908.203125,-8.190406155329867,5.618951416015648,-19.489950561523415,53.51565989866813,1045.8984375,-1.687420294019887,12.453424072265648,-15.270544433593727,85.54131235029772,1129.8828125,4.7944621301466555,15.80988464355471,-4.53172912597654,71.76484867005684,723.6328125,6.000734965006529,17.485192871093773,-4.025793457031227,100.52431895168823,58.59375,8.971029228292537,17.77185974121096,-0.9643615722656023,161.8989345483719,48.828125,7.949512879566498,15.776651000976585,-1.1060089111327898,102.4225236544396,-7.3453647229951e-21,4.592097748650474,12.28119812011721,-2.8297943115234148,37.59325385871648,0.9765625,1.811375554402673,9.74646911621096,-5.197470092773415,160.49811439864925,337.890625,-2.631103960672988,0.28194580078127274,-10.237890624999977,152.3913209901302,909.1796875,-9.663407758487153,1.5421997070312727,-28.76164855957029,37.49274375627465,899.4140625
